user_id,products,reviews
11208508,436,101
11250260,2204,305
11423134,4015,217
11734656,574,84
11805286,1342,117
11868318,339,95
11955244,354,110
12074633,1064,142
12344796,2612,296
13084323,2446,185
13729816,915,85
14237969,290,145
3371768,728,329
3848860,682,687
4573383,1380,80
5063279,1378,127
5074796,1140,199
5127301,365,147
5242408,1273,116
5333360,508,100
5509778,867,118
5775454,1080,80
5909854,243,92
6285143,1075,87
6314676,505,259
8616254,513,86
9069541,4122,146
9487717,980,94
9919269,438,86
10243413,321,135
13398344,1331,111
13497789,222,126
7984852,874,145
1292332,2739,117
2139097,2646,327
6470760,789,155
7482093,694,81
7523028,1345,211
7601641,3053,84
7935691,1142,94
7993331,445,96
8735842,830,101
11156288,219,185
11186451,7374,239
11397363,454,100
11430446,1494,271
11600414,467,108
11788334,931,102
11858838,11472,301
12093943,1694,85
13872561,908,1052
13970826,801,92
1232692,1084,98
1362771,1263,157
3415561,1194,116
4993156,766,229
5795332,2345,182
5902154,629,80
7830224,3213,152
8431317,2171,131
9516228,232,81
10182213,1853,264
10282105,491,139
14202066,3520,299
799246,1147,221
6472506,430,117
7236371,288,80
10399902,3252,88
11136387,530,98
11233627,1361,158
11255772,4647,178
11311901,620,101
11363585,1547,157
11394507,1965,92
11519149,1276,97
11555280,465,124
11569030,1056,174
11596925,2439,453
11631302,279,84
11661402,402,113
11705139,2249,110
11738320,697,116
11883694,620,132
12000858,1040,119
12929242,1002,149
13318661,512,116
13767362,2245,207
628813,2486,85
1480734,878,219
2003871,2663,262
2029613,10573,85
2911798,178,108
4144584,1048,81
4326818,491,211
4378835,829,99
4560776,944,92
4737888,455,170
4900251,344,168
4988395,1762,107
5039320,6406,177
5302158,6200,127
5319289,683,133
5776105,2255,221
6420736,746,559
7034057,392,95
7091906,152,88
8320915,2443,317
9173920,246,129
10250629,14116,147
10729935,492,99
11130526,330,127
2297747,207,144
13959726,544,92
12095387,1221,92
1932682,564,163
3935105,902,133
5819293,4012,109
6933334,433,123
7462711,590,373
7506243,1717,107
8439811,2316,176
9165931,974,174
9486857,413,88
9741598,805,195
10271354,776,139
11083540,728,238
11314957,1283,83
11611654,1087,134
11887018,642,85
12046212,1890,107
12372568,21809,168
13227457,324,84
13679279,1071,82
2823542,1268,87
3098099,1382,109
3278505,553,242
3506365,5547,112
4232282,273,80
4649318,108,85
4741134,365,81
4866139,616,87
5023269,617,224
5915624,514,127
5991088,1677,121
6138998,1190,169
6595218,13056,2427
6854461,388,84
7371955,981,94
8294907,259,84
8930096,416,99
9851128,418,139
13454910,4539,194
3128422,2792,862
11229268,665,141
11349664,1378,111
4624276,2306,1037
6197482,1196,82
7570466,3378,170
8934418,901,116
9320898,2373,343
10394668,518,88
11226689,697,89
11511042,469,245
11689193,541,244
11785782,261,111
11842695,663,135
12930387,1590,166
13105153,2890,498
13278270,696,91
14088042,3568,298
14174039,1826,89
570536,316,146
1186979,3197,138
1347854,485,302
1995182,894,189
2642833,3006,187
2910065,605,81
3091050,332,86
3449197,20130,128
3782080,272,136
4675007,766,117
4860602,4058,93
5050096,1791,81
5156760,3343,272
5348777,1510,251
5753706,2236,260
6015616,427,121
6047617,783,107
6181646,1524,82
6244921,849,91
6603671,177,95
6976572,428,85
7015106,397,199
7333671,501,294
7352175,349,106
8790058,3922,89
8801492,911,106
13100912,576,168
13776245,1385,257
9373967,496,97
9410589,388,91
9864466,921,221
14238831,3618,100
989166,1433,173
1008025,5294,84
6164945,1501,154
7914355,3496,105
8747212,2351,155
9399639,1106,149
10313009,445,102
11066198,1449,87
11246781,811,86
11247431,718,246
11258175,953,82
11356810,3815,99
11440815,1071,322
11455516,1355,104
11460258,258,138
11474782,343,170
12096045,1116,106
12238104,10004,84
13147742,796,160
13966615,1256,108
14023134,1270,420
14129571,5652,968
4285786,623,137
5022231,314,109
5361196,402,91
5616140,261,125
5692616,251,127
5868641,2039,181
6237458,444,85
6433073,2532,658
6439625,182,104
7197672,305,204
7216815,3432,97
7273071,2798,92
8269959,475,109
8496478,1249,129
10075329,295,639
12242212,365,85
13064576,1804,80
14047635,306,80
2161163,1182,187
3578598,434,155
7149449,2163,84
7936749,1909,199
9457898,648,97
9686704,1464,184
10437247,947,144
10503071,948,90
10518662,2407,130
10667287,431,92
11162783,3300,137
11305741,2553,101
11338834,272,84
11354427,302,81
11413699,434,93
11596406,1903,124
11610274,1833,378
11855404,982,109
11901047,1707,99
12064634,741,94
12423022,1791,321
12603424,975,89
13057866,2256,187
189436,975,96
1387653,548,88
2714430,1105,159
2801117,685,99
4396636,1292,181
4439740,815,150
5939214,398,85
6278840,364,83
6564746,317,90
6962849,314,93
7000209,1315,264
8006976,327,89
8649331,6210,323
10016272,306,170
10782297,156,83
11111152,486,177
13643973,283,88
1273639,446,98
1513649,329,130
9873011,630,111
3749386,7102,84
4288999,4597,119
5192866,502,84
5738431,2309,98
6218977,1159,166
7195892,2033,160
9049577,598,82
9083822,1442,553
9796538,1323,129
10168964,7207,165
11382940,1672,121
11871740,2848,179
11905346,3880,203
11960443,1221,94
11977923,3516,98
12075062,848,210
12506992,830,231
12557463,3417,84
13072723,1158,116
13093369,548,199
14051801,3471,391
14239917,151,101
1061079,324,248
2711993,848,205
4258182,4637,99
5046091,483,148
5880868,377,168
5916463,728,230
6124542,389,83
6825053,636,87
6959254,844,109
7103002,2262,99
7260683,1592,137
8125770,303,158
9009959,271,87
9279272,280,95
9946350,1285,108
10850085,321,156
13513539,638,129
12705217,976,135
13934797,5349,226
8408779,447,105
10102327,320,86
10433345,692,92
10454617,706,148
10458638,1101,133
11102550,773,95
11115966,1822,243
11186952,1658,98
11230698,1256,84
11285089,1366,148
11409137,3721,636
11521448,569,115
11560096,777,83
11578878,2168,1433
11616497,1017,221
11768530,1795,142
11931329,418,186
12019387,557,227
12613846,2879,180
12929445,461,200
37561,1187,117
874332,2908,415
2289902,1465,199
3507296,12242,143
3825397,2705,80
4382918,15010,152
4574202,609,84
4652198,1850,228
5600344,129,102
5846508,166,94
5964932,450,297
6927986,257,182
7011444,3081,166
7174753,1710,309
8338089,174,116
8387961,300,101
9489316,2679,161
9969616,624,117
10139008,1379,123
11097304,326,85
12610906,557,203
7614644,689,126
7927113,1278,120
8662587,2131,198
8911798,292,264
9027897,1131,213
10149279,5117,116
10449625,307,92
11101318,783,80
11217088,1712,161
11244891,692,195
11285719,911,89
11432281,477,175
11535683,2023,1249
11601780,2664,85
11910463,2003,285
11959330,316,85
12058278,223,93
12153084,345,87
14118034,500,84
634303,3283,90
767594,1015,146
838056,393,80
3577927,1940,113
3613219,1088,142
4293443,590,135
4567263,339,99
4784832,359,91
4901399,769,90
5392093,589,83
5506675,286,89
5886459,385,139
5898892,701,97
6860218,889,145
7457443,611,107
8457279,335,186
9021017,148,109
9262652,165,172
13493503,549,168
962719,410,105
1172740,174,82
1797077,403,81
2546725,196,317
11267917,2802,223
779260,1411,102
7162008,1074,115
7489688,498,94
7667021,1369,104
8938067,1641,100
10562988,1885,192
11189789,867,107
11453411,740,112
11574180,1665,119
11609880,2336,131
12241038,2264,82
12521467,596,200
13779037,468,80
14064118,1078,97
2879732,674,83
3958643,342,92
4080086,525,88
4147626,533,136
4678754,3404,200
4692042,132,89
4873825,1508,161
5193253,2201,165
5613699,403,156
7133265,1096,125
7200025,244,115
9362013,1323,109
9650854,1108,188
10338872,1379,89
13354463,995,132
4476414,904,81
13331428,7510,429
280613,1722,103
9970609,624,397
11474896,670,85
11678976,873,83
12170777,1302,83
14119037,2133,88
1102090,964,80
2581764,239,116
3397515,250,111
4582534,2106,136
4885248,408,94
4932479,464,84
5080389,848,86
5481719,296,83
6577875,335,104
6578091,322,80
7669520,1913,122
7815728,417,181
8318898,270,135
8402056,403,81
8568873,455,302
9782220,277,88
10505636,497,112
10602968,274,134
1247227,260,113
3338368,1697,171
6844278,1559,146
6916698,1348,96
7125361,2016,84
8858718,6625,139
9066527,1684,159
10481887,736,85
11416744,1183,85
11421963,447,121
11658204,674,100
12108439,1781,1813
14050451,3853,170
1732588,415,85
2381879,373,98
3787927,752,101
4361892,874,377
4383334,3435,86
4568300,867,80
4866127,983,80
5031868,440,86
5398375,1073,322
5531114,2250,130
6373250,1804,92
6389435,409,84
6402649,342,156
6649237,2247,237
6775850,1195,147
7739663,298,95
8037261,430,120
10445991,422,191
10466086,578,95
12231744,1920,1632
12744118,2188,187
13480445,313,214
11431541,350,87
5702321,1105,128
6348345,1288,112
8202282,1104,529
9820330,703,90
10810609,1130,92
10985573,566,82
11286975,1169,150
11453375,172,113
11490505,6860,200
11502731,158,91
11756411,365,97
11804354,2864,1209
11958398,386,86
12010179,442,94
13649257,377,116
387872,169,87
1638985,496,96
3421873,9094,92
3696264,765,282
4272574,2418,592
4318160,3702,2581
4518561,468,84
4790521,273,106
5026818,979,118
5096894,440,123
5958729,1714,154
6214014,771,104
6501854,506,103
7043576,1559,137
10209025,279,99
10463222,92,94
10542888,339,98
12010566,261,279
496011,508,380
659721,105,148
705221,305,117
11520810,956,111
6127660,4254,123
6907331,455,152
7437807,836,82
8331289,992,200
9002353,5133,118
9907479,341,130
11186590,427,161
11346970,1215,194
11374757,1625,296
11383846,597,135
11512742,725,110
11659732,322,123
11753843,450,235
11797449,1135,88
11799079,1109,171
11967148,1606,91
12020577,4742,114
12661160,464,89
12757313,806,161
14010,1280,89
271601,212,100
2097783,1598,131
2287779,1193,115
3107024,931,101
3740911,1034,89
4204214,2228,93
4796946,655,90
5274831,550,134
5287826,1292,84
5819715,141,153
6063909,194,103
6564516,364,101
7510422,426,92
7613051,267,101
9037974,331,89
3806384,99,89
7699231,1018,193
8511056,5352,317
9451699,3357,315
9939791,636,122
10699715,1398,103
10846609,182,90
10943660,6099,364
10954433,167,111
11331845,1588,100
11737130,1465,92
12169351,321,185
1890378,830,94
2486898,1700,119
2596366,3088,340
3183388,370,129
3997815,644,82
4301215,280,87
4510131,1023,85
5031856,587,88
5219846,389,93
5772603,211,177
5993811,519,87
6183594,349,95
6364608,277,97
7245827,465,96
7859149,671,230
8603057,248,119
8613735,756,227
8637391,603,90
8765150,385,92
1440604,2296,236
5008000,1118,100
7457031,1406,249
8269162,1223,82
8918291,241,94
9121462,420,87
9869407,874,88
10751865,1470,493
11131492,1054,115
11165335,1135,240
11278808,512,115
11395755,398,105
11431401,2176,85
11619060,658,253
11888581,206,92
14064968,1610,108
14136469,4370,271
2530705,825,83
2618474,1169,99
4002358,579,189
4652139,525,95
4867811,5288,107
5025955,1659,110
5861471,1074,164
6237313,1464,101
7004882,764,99
7222774,1184,130
7242932,308,85
7736287,1092,85
8426878,376,88
8566890,134,94
8675169,825,81
9252348,4868,301
9650211,408,160
10159024,814,121
12584287,562,357
13371471,625,87
13620300,159,86
526156,681,193
4925580,3974,318
13111217,1016,94
57753,305,144
458673,1595,132
7467203,1025,93
7515439,4603,92
9053023,375,94
9189059,2589,115
9509321,1062,88
9639511,4678,224
10220510,1180,273
10429902,502,188
11183857,1949,196
11194688,1744,350
11212389,4942,114
11251793,467,100
11522208,1334,82
11594188,423,207
11768676,2445,120
11955871,988,159
12117557,839,94
12694029,4418,109
13487293,1265,825
13669735,301,82
13946915,676,100
54069,533,124
177180,3836,233
2622086,380,112
3509367,337,121
3725193,274,103
4220373,668,152
4463915,296,85
4837298,219,83
4969993,1449,153
5156163,6559,268
5481025,1847,114
6156856,5107,94
6296597,501,169
6425631,655,98
6521535,2181,85
7442079,142,88
8235286,527,223
8974500,971,152
9817931,2658,191
10591637,642,203
11138057,719,104
13741708,485,97
1555751,1578,186
7122283,187,93
7418028,1830,86
8751159,667,81
9444708,468,86
9722160,472,146
11317996,543,130
11362049,826,117
12126652,1393,431
3500831,1285,105
4143945,1197,91
4692359,1151,438
4727778,472,96
4953348,654,102
5242590,1356,152
5748310,719,90
7194762,383,84
7582695,395,135
7615947,375,105
7679161,154,99
8357647,1918,83
8834805,105,147
8851426,248,92
8868921,659,102
9694243,2715,404
10176797,3098,129
1502261,870,96
14205811,4261,205
5618356,1400,87
9508531,514,119
9946147,636,88
10604163,4123,85
11431826,166,97
11452993,641,111
11707630,5498,194
11788357,1041,170
11829220,1106,532
11984697,2982,99
12187585,397,403
12896086,395,121
12979234,1024,258
13023115,643,233
13376110,451,113
13968357,2134,374
506099,593,109
2773779,1712,100
4355792,493,81
4503780,676,111
4737774,522,194
4804894,7995,99
6435474,2332,131
6765177,609,96
6873982,590,81
8092676,330,97
2891325,1106,248
4620215,849,85
2889659,1746,551
6811954,1558,257
7494276,2288,132
8450587,1240,87
8638356,1062,118
9201454,612,93
9293984,2057,335
11450003,1066,153
11454978,600,136
11856903,991,85
11987647,1724,85
12062087,1677,119
13855484,1576,119
14213492,412,176
142058,919,102
539364,1613,83
748428,1339,116
1320003,1490,182
1774672,653,91
1986944,934,123
2673187,481,161
3335697,1691,123
3980400,601,188
5382792,1531,150
5451142,750,91
5477141,296,83
5876300,1094,269
5941899,574,151
6476545,871,91
6628303,234,385
6663776,89,106
6826874,813,125
7218301,448,170
7781974,2413,116
8362183,840,85
8535234,6730,179
9495957,932,318
10131885,362,186
10214943,1534,81
12511893,1124,183
2578789,711,106
6430377,1444,82
9762517,705,188
13875120,911,149
8385210,8272,143
8686288,188,81
9180501,677,119
10498958,6023,89
11307945,508,135
11316018,4585,99
11378362,610,95
11646227,529,95
11721734,491,429
12579113,575,86
13520091,712,90
13814110,592,124
118422,590,176
924287,619,111
2797132,2465,299
3091859,537,190
4417973,2621,109
4875664,9136,225
5123888,296,97
5167376,14439,109
5605068,762,100
5751156,394,89
5774390,492,85
6516284,536,144
6705377,329,82
6884204,37,91
7854211,463,103
7889648,3683,536
7920002,376,500
8057696,900,107
9240108,152,82
10046404,332,152
11060647,616,131
13119612,1460,130
13179920,97,83
2213184,589,98
4804108,1383,92
6399337,507,82
7433219,1320,92
8876778,602,98
9629071,881,146
10780991,539,150
10804947,1063,93
11781734,2257,102
11797212,1233,256
11843568,999,123
11932868,2122,85
12036534,1319,95
12139226,1714,237
12738945,325,120
13871250,493,96
14102381,4310,223
14103651,3012,208
85054,4912,94
245188,515,84
334569,1126,244
5309338,1373,88
6550572,469,187
7132239,1845,88
7459748,1231,193
7541285,417,81
7825611,191,91
8413937,1327,86
8543777,685,83
8675290,270,83
9058711,967,167
10028509,3638,286
12476048,325,99
13012512,896,162
13524019,611,94
1396964,182,96
7998651,345,92
11852051,696,169
1964022,1899,194
3156408,885,88
7494190,686,88
7622096,5909,154
9405103,1709,215
9833107,1757,125
9914353,646,141
11175017,409,80
11240728,2865,117
11307294,527,86
11394570,1261,253
11578817,963,324
11666989,1504,80
11857617,1396,83
11988192,1700,109
13247609,1600,119
1236439,615,122
2075955,597,84
3594655,10096,120
4375556,501,93
4383817,569,104
4815627,433,213
4932336,1298,81
5229076,2655,102
5241148,874,98
5344522,2382,106
5756968,472,110
5995439,835,116
6005980,836,287
6061651,212,84
6758327,273,182
6823304,182,88
7829489,226,111
8058117,2721,355
9004218,231,158
9550397,158,99
9568798,272,109
10220948,308,92
10608601,2856,85
10665193,260,203
10792057,989,195
13287699,141,121
13502265,4123,187
2489486,862,110
2780496,506,84
3169168,736,105
11304749,486,138
3144284,693,106
4423132,783,92
7549014,4293,135
8331256,3051,140
11177690,208,99
11188943,3052,206
11255651,3616,160
11353335,556,107
11423513,646,116
11764552,7898,5942
13234120,1095,93
13804083,1600,83
14066411,998,358
350310,504,275
664609,874,81
1572430,2776,567
2855090,188,157
2915729,710,83
4378845,504,139
5564996,2565,138
5695525,9540,252
5836964,778,184
6725648,487,107
7142009,253,107
7732398,2084,99
7783483,384,80
8918391,590,161
9468100,1854,135
9946280,212,108
12397671,194,83
13478117,195,98
1204328,1248,141
4756196,1070,444
4843893,991,83
8681428,465,104
9184558,1105,113
11612705,235,102
11837360,860,100
11885766,385,227
11899241,1278,96
12043516,5244,371
12188469,1818,448
12299527,476,190
12461761,567,312
12543858,3400,166
12774060,458,90
13672601,1027,177
664855,615,84
974710,697,97
1020993,583,193
1302362,1270,98
1376278,2899,180
2741839,600,90
3564998,445,84
3634336,386,171
4041526,325,95
4264990,641,205
4420986,919,233
4499849,358,110
4517621,913,118
4768183,469,105
4849723,279,94
4945481,347,121
5320843,1043,435
6732206,487,132
6793285,1212,579
7820655,1387,112
7907905,877,137
9571748,2395,125
9946516,481,186
9946801,294,123
10352681,587,104
13247963,114,101
13591537,2426,88
2655134,218,95
11969643,5153,159
10704243,1432,118
11737661,895,112
13394599,2940,583
4558083,990,81
7255240,1176,245
9078190,2996,152
10734682,1966,120
11102162,595,113
11156607,2138,83
11427586,1774,169
11439258,135,82
11503391,1816,161
11539058,2416,90
11762795,605,115
12083762,1227,103
12128687,833,176
12195303,13568,110
12240799,1278,95
12309362,758,199
12565915,1341,270
12585328,254,81
281575,1072,124
366363,2271,228
938758,385,85
1320061,1228,100
3325432,287,87
3559321,562,148
3584882,393,109
4296652,559,191
4411736,1064,133
5079721,2896,289
5106360,1132,95
5221534,546,84
5523411,239,91
5805553,296,109
6325060,602,497
6359172,1172,105
8095810,264,151
9371514,840,113
10110909,160,98
10628352,591,144
11123194,279,94
13988130,550,93
14162234,725,113
326307,927,178
2872428,982,190
6212772,1586,85
7407045,873,143
8361066,575,100
10803256,514,193
11563078,563,88
11832038,1369,102
12058033,489,94
12141146,646,180
12405678,871,87
13042945,5320,162
13632787,694,108
13641305,330,93
13743379,915,81
14139332,1000,211
1514338,1356,121
2451973,913,90
2928154,410,136
4071880,1959,97
5436702,4245,92
5922188,730,104
6014266,304,92
6127711,124,95
6976153,675,111
7315499,2286,125
8086076,207,97
8165523,1204,500
10234474,1719,197
12893103,385,111
2460031,228,141
3022345,195,134
11638056,1009,160
689200,620,84
6907122,2722,328
8746847,1108,325
9538920,8271,88
10086589,504,240
10199730,689,226
10260191,2459,191
11410142,601,155
11498169,4223,159
11507700,9227,195
11592653,963,104
11682987,6158,420
11782286,846,84
11894048,658,131
11970866,736,353
12447535,763,90
12748652,3871,114
1500882,356,93
3435955,1563,204
4645716,1152,144
4706456,244,86
5225389,470,151
5414704,2724,192
5909760,231,104
6225070,472,121
6333271,917,342
6888700,525,530
6972054,420,140
7331763,626,204
7792211,1145,238
7796580,2100,81
8552849,569,85
8603850,316,90
8823802,394,85
8855727,78,135
9175290,340,138
9416097,539,86
9962901,539,92
10723271,1347,171
13186794,676,146
14242183,215,104
790183,775,152
616593,895,133
1789432,3353,101
3185657,4056,164
6245337,4255,100
7203613,579,169
7268261,3732,86
8535448,211,128
11388092,407,95
11453977,345,92
11681413,728,179
11695298,887,110
11774367,493,118
12122384,1000,162
12180056,596,99
1071900,168,81
1321492,388,220
2058966,2095,133
2928923,2489,98
3593181,1270,104
3935752,1610,138
4267297,413,126
4515864,361,94
4892539,610,135
5100466,212,86
5205357,1246,286
5354822,247,80
5377861,1796,253
5591191,266,85
6193527,1084,116
7503248,594,148
8577030,271,122
8772703,182,95
8807245,325,111
8943931,188,83
9957559,493,91
10381354,279,80
10843624,833,88
12233786,255,146
481805,298,91
2238574,549,84
7442258,1358,88
7682134,4280,102
8103549,811,121
9371607,542,115
9758874,3300,127
10175127,4448,122
10222254,829,129
10999771,2714,87
11302656,549,164
11402471,508,142
12118560,604,90
12892460,453,200
13500738,615,218
13942913,255,82
13988421,1787,87
14014935,2391,93
537823,686,106
603294,598,125
967763,4328,109
1476645,693,83
2372090,507,181
4042106,2838,191
5092938,660,129
5396070,1975,82
5480893,1926,187
5779371,522,82
5812920,1711,138
5943794,340,100
5963645,658,91
6151759,546,117
6256178,334,160
7229667,397,105
7999616,331,130
9961602,411,101
12390147,435,152
13972808,992,112
883497,298,106
1386347,306,118
2132358,486,98
13054091,2698,151
90182,2681,1118
984937,988,167
4786485,2306,114
6274078,2109,87
6503817,946,125
7150291,727,80
9406583,1174,123
10757701,681,150
11241356,1188,92
11363687,1093,84
11417482,671,161
11467010,413,121
11570559,1503,171
11572417,1669,304
11630915,357,86
11708341,1254,90
11863683,2299,94
11988112,625,82
12191612,1462,87
12737775,622,154
13079611,2151,118
479430,293,120
480507,522,95
3853637,1123,85
4345155,591,97
5222493,1522,85
5636697,900,80
5971174,423,138
7018459,7056,174
7273086,536,94
7513078,607,82
7648592,413,216
7926273,262,80
8043197,1387,90
8568403,4847,597
9306372,8298,257
9608018,575,83
9817618,376,128
13523438,535,81
1685430,111,97
1842944,240,82
2511366,383,185
6591407,2188,414
11993544,379,112
1568891,709,108
7709224,399,81
7765070,766,196
8743930,458,106
8992216,1147,112
10189037,1474,140
10523037,2264,84
11273024,402,80
13261805,697,89
13867727,3658,250
13906503,1047,88
869660,379,86
1405926,252,114
2130444,2579,171
3242428,793,170
4296594,630,100
5257629,927,139
5654311,678,82
6246500,3015,97
6318374,1131,126
7016856,551,80
7340650,900,95
8052692,1365,140
8929736,748,125
8977331,5206,886
9900815,346,180
13138174,145,98
13261742,104,190
13847019,432,105
496986,805,99
2444297,161,112
5604613,2779,101
7379653,708,305
7490329,1533,169
7541284,633,109
7732506,2217,407
7964123,523,86
8466527,682,99
9282694,953,84
11456755,9819,89
11545480,2499,141
11557158,1209,89
11647967,546,83
11679610,732,83
11698274,5498,110
11836954,1805,142
11985850,1161,83
12047915,396,85
12094917,2207,195
13054762,1510,172
14115051,553,161
14277326,2373,326
1830073,527,127
3017054,787,84
3597483,362,102
4062977,962,118
4476158,1200,92
4556136,151,81
5131490,1415,403
5132653,459,92
5607683,2682,93
5662537,164,88
5773533,1421,84
6193488,168,87
7304325,1957,203
7529467,3710,102
7746812,209,84
8519164,635,87
8811164,150,98
10776825,501,189
11076296,1428,105
12252903,221,83
12281993,509,103
12914566,286,103
1239,1301,291
1365585,2090,2390
2485464,558,98
5707358,1868,89
5815388,614,101
9220290,1404,91
11134218,914,130
11178892,1165,110
11227320,1387,98
11286768,1336,227
11510773,1420,95
11589648,14094,115
11612975,5820,109
11620692,515,91
11754247,2697,202
11760344,1873,471
11861779,745,101
11982590,300,162
12184191,523,110
12491080,1237,261
12687541,1614,109
12714895,468,126
14048595,392,118
357623,1272,121
453338,273,94
1582761,1359,89
2604733,2009,186
3481129,1127,82
4784745,233,117
5022991,1736,97
6904192,349,154
7654581,791,280
7714233,418,109
7938040,567,230
8093104,259,84
8157267,353,127
8335914,210,103
8957706,834,607
9056816,222,80
9090510,514,194
9772977,244,127
12325025,176,112
308910,957,86
911604,19,86
11808667,2233,219
12000764,591,195
12122164,3352,81
13520295,955,195
8692288,1886,89
10905669,2841,165
11226338,1126,82
11291536,305,82
11304780,535,164
11316295,1945,237
11348428,2038,81
11357424,9174,218
11420324,3911,567
11593837,734,192
11687474,7409,224
11814258,3381,163
12167557,5423,165
13170478,2120,86
1223844,149,127
4456226,874,83
4934670,395,107
5211179,1248,108
5658132,831,101
5728570,443,89
5835862,635,144
6215262,1234,318
6832766,1173,145
6970556,171,89
7233492,1895,164
7455157,1869,119
7783160,1006,256
7847345,718,187
8262895,3710,89
8630751,1369,846
8678631,648,93
678801,141,82
12165548,2782,178
6806692,2635,84
8001479,4554,92
8400218,1386,221
8467799,416,233
8854769,1935,1304
8877486,1726,96
8993770,810,99
10434711,659,121
11306094,979,117
11409175,1432,196
11583574,634,133
11652743,1281,215
11708578,1550,170
11729233,369,88
11994065,933,92
12001918,898,190
12160008,592,427
12211071,343,138
12966188,367,81
13668067,756,105
13814328,329,101
14263885,177,102
1063515,261,86
2253756,763,115
2865775,568,83
3704755,503,93
5829514,202,103
6246678,3772,111
6288609,693,89
6843544,433,90
7146973,185,130
7363133,502,93
7901846,432,210
8102191,300,118
8643236,768,114
8655297,236,116
9672309,1492,114
10372127,1223,81
10819232,1397,125
11302889,269,146
12453850,592,89
12918199,199,102
2867327,1554,183
2947430,231,88
11628413,3069,153
11775709,586,80
5634748,350,98
7464501,1425,151
7935328,683,86
8863788,821,95
9326310,1574,156
9503535,755,121
10097980,1311,145
10415068,877,128
10561420,902,83
11000799,2353,83
11269406,1741,93
11283547,802,90
11299671,448,110
11440852,899,173
12159539,1062,160
13534526,196,100
13802273,1390,812
14198226,6670,98
17991,2161,139
1613230,306,87
1727359,761,92
1847522,1278,81
2554198,1033,99
4154684,567,103
4259025,149,91
4576145,292,97
5061531,238,104
5266356,328,167
5270636,19629,1078
5637302,397,85
5690253,321,137
5764663,283,100
6154486,1606,80
7356004,217,105
7491073,3247,251
9518334,574,138
9722909,608,112
10285275,446,92
12837509,1331,80
13286434,270,89
13838092,624,195
599890,4519,1309
7913210,2013,84
12038548,1735,138
1067278,1053,265
6984681,1482,285
8523088,1285,417
9829041,1115,82
10134520,365,105
10289205,1120,130
10459140,3066,237
10886846,851,99
11159009,1214,206
11241156,1635,197
11258229,2043,147
11286750,967,243
11341246,1422,385
11522795,229,81
12362534,1178,134
13026359,663,80
13256826,263,95
204980,995,101
339839,730,220
788398,1123,93
1213095,2219,279
2503904,195,82
3404633,1347,101
4138839,408,197
4275299,1463,102
4375316,198,111
4766621,470,135
5157852,974,150
5296489,209,92
5414236,616,103
5650914,336,126
5661782,630,378
5878209,407,83
6472096,2585,429
7380406,442,101
7552979,1931,111
8266627,603,90
9029538,1341,98
9072457,538,90
9148190,645,80
10256874,499,205
12506482,704,494
13443415,493,117
770889,158,138
2275730,3517,1013
5542345,325,110
694869,1960,184
3685698,998,84
7621683,850,94
8756750,912,178
9383125,990,615
9478773,443,81
9748973,1597,93
9981646,1388,126
11098761,1015,106
11344643,460,263
11459309,1708,218
11551664,1146,128
11572019,10328,80
11581596,388,109
12042340,772,294
12101998,480,104
12178171,1977,417
12777893,1208,95
12847274,694,104
13259026,435,202
13343752,462,156
14181518,825,188
394479,732,145
424834,712,110
579236,1010,85
1110019,834,91
1385183,669,182
2500662,1046,146
2855350,376,295
4348285,197,109
6195765,453,107
6679482,430,163
6770255,226,83
6987577,4933,449
7216252,1672,88
8194233,257,96
10675042,2895,85
10830662,460,103
13523770,408,107
3341402,427,230
7285636,933,125
9115399,3527,151
11485879,2357,287
11566000,402,118
11579448,1680,132
11609865,1995,87
11656504,1575,93
11667996,1347,135
11768094,871,103
11890388,343,575
12580654,540,92
13887878,667,119
328882,5658,217
437852,1873,1627
1451803,2719,96
2046877,423,465
2182291,443,88
2831956,1900,136
2921577,2719,108
4292451,2403,81
4833262,254,81
5114746,681,125
5464226,8698,207
6749256,436,99
6820219,367,121
6899275,2782,142
7869201,237,85
8210741,344,82
8890927,206,100
9133503,1149,106
9236639,248,94
9363686,589,112
9456588,603,115
9580263,274,80
14013189,566,289
672496,1275,110
1851088,821,104
2099694,100,116
3318352,1164,111
7436616,1650,165
7692321,1076,128
9102649,3513,121
9646550,1552,98
10106892,1694,110
11242339,996,81
11397416,451,112
11430021,1712,105
11522816,578,137
11548410,4158,525
11578119,274,87
11604019,393,104
13281431,1001,797
14137398,1020,126
1430767,313,101
1495546,1861,293
2979089,3350,357
3252991,524,135
3331418,602,80
4207313,1539,164
4674146,542,137
5122922,1805,166
5385458,482,213
5553900,684,86
5581238,1617,175
6164028,1553,98
6411407,1065,342
6725707,295,235
9423453,264,112
9532237,4933,118
9906435,5485,82
10065191,345,101
11777352,1238,125
13009973,424,102
13157522,1210,83
13236623,1284,689
111653,215,132
359152,1027,89
491119,269,203
8566239,1262,135
5027187,1148,129
5648160,946,93
7379537,707,324
7881105,3163,136
7971700,2382,83
10716669,10113,112
11692385,690,89
11723306,1012,130
11776665,1125,88
12627825,91,86
12631790,627,295
1422487,312,226
1426668,426,116
1976613,593,92
2019769,747,86
3729615,539,99
4066143,199,134
4732878,1460,100
4808405,609,107
5029598,1093,335
5106095,1661,120
5123106,434,137
5223377,4292,153
5396047,800,306
5601771,246,155
5757891,561,83
6252045,338,189
7636339,1081,80
8061967,459,106
8770594,838,111
